,Hotel Sheraton Surabaya,Alun-Alun Surabaya,Jalan Tunjungan,Hotel Majapahit,Gedung Negara Grahadi,Monumen Bambu Runcing,Taman Apsari,Monumen Kapal Selam,Plaza Surabaya,Taman Prestasi,Gedung Siola,Pasar Blauran,Jalan Basuki Rahmat,Monumen Tugu Pahlawan,Jalan Kedungdoro,Taman Ekspresi,Jalan Raya Darmo Permai,Graha Famili Timur,Spazio Jalan Yono Soewoyo,Plaza Segi Delapan,Jalan HR Muhammad,Taman Pradah Kalikendal,Kawasan Sukomanunggal,Jalan Raya Kupang Indah,Taman Makam Pahlawan Mayjen Sungkono,Ciputra World Surabaya,Kampus B Unair,Jalan Dharmahusada,Taman Mojo,Jalan Manyar Kertoarjo,Kampus A Unair Kedokteran,Jalan Kertajaya Indah,Taman Flora Bratang,Taman Kebun Bibit Bratang,Jalan Karang Menur,Kawasan Menur Pumpungan,Jembatan Merah Surabaya,Kya-Kya Kembang Jepun,House of Sampoerna,Stasiun Surabaya Kota (Semut),Kawasan Ampel Suci,Taman Jayengrono,Jalan Rajawali,Gedung Cerutu,Jalan Kembang Jepun Timur,Kawasan Kapasan,Taman Bungkul,Jalan Raya Darmo (CFD),Kebun Binatang Surabaya,Patung Suro dan Boyo,Kawasan Kampus Ketintang Unesa
Jalan Manyar Kertoarjo,4261.865534527209,3451.2279470239296,4559.051163853988,4397.35945085303,3737.7793039711178,3307.3363577379805,3698.388259130022,2688.5853336338187,2959.3209949599564,3734.5650911348725,5100.313784815393,5446.624167910134,3906.1788691297293,5929.484269310048,5800.577765748388,4230.899760692512,10792.331056507224,11920.796440927024,12379.19003910424,12085.99138131711,10192.228208570801,11169.631248427022,9531.543345498068,8955.430327205018,8068.643540640229,6555.207926085986,1577.9194777867372,993.3667032245922,556.5939159044021,0.0,2323.908727438947,1291.799299925946,3052.9990770024046,3055.8515199161734,997.7252021352932,1707.0881063885024,7145.592225772342,6748.700071394036,7941.011767048388,6305.635351326054,7274.651043088733,7116.0572078886225,7799.393375592572,7221.206311070975,6273.647980090073,5589.7843732214915,4375.278768617736,3779.574306028928,5179.098138904639,4991.280985195751,7928.691173888525
Kampus A Unair Kedokteran,1997.0884803184695,1164.4998752708668,2254.77853652871,2097.8715391052833,1457.3786372429447,1254.2339430900124,1480.115147686884,393.26820367812826,666.8271843845966,1412.387994864824,2781.633592795652,3136.8838903128576,1741.2391539802509,3666.708262314118,3548.822699041721,2002.5291589059477,9231.524475684842,10449.877526449545,10852.32063372563,10489.654467867933,8672.222429777416,9679.655671933398,7481.122385567566,7637.342216601014,6923.648937481538,5618.1891421209175,794.6142496807814,1767.6673453181788,2335.723411078403,2323.908727438947,0.0,3470.0249500663986,4471.302481600883,4376.258314944044,1340.6540493744299,3951.4920460575286,5012.403904752522,4666.10091497034,5780.9738041053215,4243.570621750042,5278.663549951804,4963.284537011079,5563.298819429832,5060.338777449792,4310.550658630854,3641.745901876317,4096.433458723696,3241.0702523304444,4979.205705560796,4766.024042102133,7910.676038173298
Jalan Kertajaya Indah,5457.689587394393,4630.187110785291,5724.378526360873,5567.896422616469,4922.086588238392,4553.656081217311,4911.144546020082,3855.9657138542825,4131.467406070147,4845.0840483872835,6240.663001392694,6603.479789570231,5137.670623088092,6911.731066058403,7008.10001937163,5221.130522296651,12070.06404786841,13186.410399750222,13650.878035953614,13365.367104386625,11466.929148497915,12439.043736941823,10807.695118027297,10208.859459463669,9300.178392288002,7765.002665134697,2678.444831441768,1771.8113755464879,1137.336731335678,1291.799299925946,3470.0249500663986,0.0,3559.3281219638184,3630.8185139375946,2143.577474386723,1480.4939148158414,7982.689282681237,7553.195007884951,8788.91475043953,7105.784696843452,8002.060295964114,7970.528163525692,8726.060048324556,8081.005651345934,7005.370914036775,6336.406744582645,5499.3107152908,4984.705190850291,6248.800236154457,6075.353749767412,8859.837803651559
Taman Flora Bratang,5774.539281082395,5196.577337288544,6168.348999509807,6008.019863022287,5401.15318743233,4717.298735091493,5227.867717480661,4662.599576225681,4845.400984333523,5677.915928872983,6742.204135128226,6979.622492638361,5279.963796370454,7982.831042708133,7037.787607817021,6425.601194671703,10095.339988451024,11013.363291043986,11537.682729433147,11373.541863379234,9470.575107400127,10334.766635085462,9866.443888163074,8029.673678927789,6993.123091300122,5431.204106365252,4077.801633304039,3985.5178773717844,3590.9541859323253,3052.9990770024046,4471.302481600883,3559.3281219638184,0.0,197.52504113523082,3645.366304118235,2209.0774437627524,9438.927773109888,9119.168305392346,10179.430690439054,8705.39191452806,9747.508656704063,9377.651025349338,9875.519299397845,9467.41390675019,8781.760725522125,8110.922309689111,3054.0080267230132,3133.5817967589173,3441.4923159364607,3347.670148246005,5527.187021497532
Taman Kebun Bibit Bratang,5631.679272232396,5069.9220264634405,6027.507523083765,5868.23659603932,5268.4482724028385,4579.088406604313,5090.1199676636315,4554.533024018131,4730.073567392047,5557.84184037115,6599.838392436641,6831.108909882656,5134.546016225894,7857.287833693486,6876.685541634669,6315.6796298785175,9898.882109889979,10819.44247871332,11343.11887120445,11177.574084399983,9274.102623470599,10139.659518014909,9675.071768146248,7834.3884217770365,6798.870211173132,5235.783505803308,4012.5517057693637,3967.4948200255385,3601.3563948201736,3055.8515199161734,4376.258314944044,3630.8185139375946,197.52504113523082,0.0,3599.816933519971,2320.292802894661,9324.82802035587,9011.430987333055,10059.982577016568,8600.92974564672,9646.440489224555,9261.479898419435,9746.320011106398,9349.984127027701,8685.833748637564,8017.957138486753,2856.691726168171,2942.025143877541,3252.737795883734,3155.8662002807077,5386.778129032283
Jalan Karang Menur,3315.3846629255477,2490.889769778378,3592.076782178271,3433.1550331778412,2781.743871852373,2425.5783764169773,2767.7725394392846,1718.5867493769322,1993.241008877003,2744.379979490001,4122.276013816882,4476.374679975655,2998.205497976954,4933.304005415104,4864.889420268358,3236.0258174934106,10186.112705268317,11358.008868102299,11793.070903923586,11468.21332372639,9601.478946191099,10595.89738173886,8701.353589859578,8445.250851485926,7625.356704089747,6181.827524826462,580.4582969930714,642.3082287373504,1026.8884327620722,997.7252021352932,1340.6540493744299,2143.577474386723,3645.366304118235,3599.816933519971,0.0,2681.2916125674014,6172.9494280943045,5786.432214933802,6963.876667820114,5346.595199465646,6335.394303574164,6139.176294247711,6807.691276679286,6242.8248668301085,5338.411387472587,4653.977296613879,4227.565144932755,3492.7736651721225,5091.185502205762,4887.203658600909,7965.629779536254
Kawasan Menur Pumpungan,5782.370055758742,5013.261591968911,6115.88071808178,5950.4493290896835,5286.087524891563,4754.101929553422,5204.091204059131,4285.008487723638,4542.509505471602,5357.889441850374,6677.605563126439,7001.338481572256,5369.663231548429,7603.7322353867585,7276.016916040429,5911.846309086662,11588.884720984053,12624.726350873998,13119.56397896557,12886.931360874032,10970.430653149375,11903.00996804513,10755.576178307998,9617.28792400206,8639.777591638674,7065.978583774225,3257.409105278729,2654.4890695513213,2034.0114234236285,1707.0881063885024,3951.4920460575286,1480.4939148158414,2209.0774437627524,2320.292802894661,2681.2916125674014,0.0,8849.769301509366,8455.31081595432,9643.239797003449,8012.5310680261455,8980.242775067005,8818.335675494169,9486.055053679624,8922.657204420808,7978.823606076755,7295.353912476944,4678.970195244574,4369.530865642072,5307.373002176224,5162.590772510302,7690.220910798023
Jembatan Merah Surabaya,3938.8245583313083,4285.202339634994,3548.587336884282,3670.612416341212,4136.511736725321,4848.999813597029,4359.861765282768,4779.855362884828,4594.756156879318,3774.0872429317274,3095.017519645343,3113.89268388667,4428.13056751769,1591.2188687761313,3641.679273745164,3017.9420748728435,9801.904118369344,11082.000643598984,11268.494646391704,10749.06090197996,9466.156470879163,10376.350041159272,6619.494504631161,9174.557685474085,9011.330391200083,8435.420706078708,5605.776261062155,6265.2162493151345,6928.764143352748,7145.592225772342,5012.403904752522,7982.689282681237,9438.927773109888,9324.82802035587,6172.9494280943045,8849.769301509366,0.0,478.6747021755565,807.1219231967024,899.8248645798031,814.0284626728253,135.81638738879903,1025.60351029248,197.3181480637999,1178.1295541164804,1712.2631446367175,8174.822996717921,7346.0676226939095,8924.515012456875,8732.479799042805,11598.176065626865
Kya-Kya Kembang Jepun,3750.4416328588645,4015.356687257124,3375.878522572871,3482.731549660529,3892.3358931708913,4600.142390149703,4126.774331556856,4457.116994542785,4288.873721986382,3490.567565592373,2976.9505855924176,3055.3807240727997,4222.952809176629,1486.2561147401111,3646.299544168933,2696.698414780647,9977.74399086555,11264.9438408378,11471.855679106704,10961.579277865354,9617.966309555226,10547.02153412011,6874.551504238803,9254.008607549973,9036.266656674838,8380.5701691805,5226.210664869947,5850.986460631811,6513.062502548995,6748.700071394036,4666.10091497034,7553.195007884951,9119.168305392346,9011.430987333055,5786.432214933802,8455.31081595432,478.6747021755565,0.0,1262.517909559736,447.42103517096456,733.5681393086934,540.0346388962698,1483.2730851714573,649.8018375238463,703.9714228210948,1246.3139207204013,7985.919072453217,7142.237448047285,8759.316949594055,8562.781179628128,11484.738048325242
House of Sampoerna,4578.804671142757,4998.0655254512485,4178.563902106644,4313.888091921183,4827.901034550747,5539.104214142152,5038.962839795409,5532.51481460046,5335.372458982075,4502.172275312221,3677.3033252633363,3627.623644968072,5079.369570450788,2227.743598883239,4058.6748029603277,3779.314249669515,9867.87750204894,11129.139080523852,11277.02211800536,10742.428629802322,9576.932190286201,10448.865639531166,6557.990487881893,9409.335162862408,9332.701476057458,8875.761792983129,6393.593616909335,7067.933209803116,7731.754169920513,7941.011767048388,5780.9738041053215,8788.91475043953,10179.430690439054,10059.982577016568,6963.876667820114,9643.239797003449,807.1219231967024,1262.517909559736,0.0,1701.24761792982,1189.402658245325,824.9603449432624,704.4901173569609,721.8633574899401,1925.6131443002391,2508.65985504631,8785.868242688952,7977.059025364125,9505.175523484244,9319.166678671587,12106.01132638492
Stasiun Surabaya Kota (Semut),3435.4625615254063,3639.5274661557955,3077.1455474704344,3170.757381347381,3534.8565602857466,4235.725484364362,3775.7326300888753,4047.2552569461845,3889.158101539955,3108.5765784881514,2729.6000576286515,2858.3550140938432,3891.635915324227,1311.868883203471,3495.389930736592,2295.701082789382,9952.333244301746,11244.339892602731,11471.61844355736,10971.55464438897,9569.639841075408,10515.390741614403,6939.656595927237,9138.098368615572,8871.944306301577,8150.049848079937,4789.0029380021215,5404.661082881409,6066.474225217407,6305.635351326054,4243.570621750042,7105.784696843452,8705.39191452806,8600.92974564672,5346.595199465646,8012.5310680261455,899.8248645798031,447.42103517096456,1701.24761792982,0.0,1060.0036068356437,925.3044265239973,1842.5786513379467,1041.0858663206466,443.32327319455766,813.5424898807626,7653.608753609327,6801.118229870261,8442.620135543291,8243.15724084074,11202.835057617967
Kawasan Ampel Suci,4472.126788835213,4699.478310190533,4102.282976063962,4205.217492863396,4591.730708372905,5294.482034088267,4830.735241644192,5096.461003311348,4944.6999463759375,4168.534838434345,3710.3699921347875,3785.725283636981,4938.146958847744,2218.113278686068,4364.465099470916,3352.524775224973,10610.750651154995,11892.33494390306,12081.521240525004,11562.729267669441,10269.09424726851,11184.21007055549,7432.191441269896,9948.174620966103,9752.244215821342,9112.800042383753,5789.67465367887,6345.593382329244,7000.891241234287,7274.651043088733,5278.663549951804,8002.060295964114,9747.508656704063,9646.440489224555,6335.394303574164,8980.242775067005,814.0284626728253,733.5681393086934,1189.402658245325,1060.0036068356437,0.0,948.931859057918,1716.7423215741082,992.9561398447561,1002.0767852909809,1684.900220807783,8701.96326515098,7853.372794628293,9482.265507429696,9284.5779678494,12216.639094755747
Taman Jayengrono,3846.1143604705417,4212.3877351903075,3453.2160313291424,3578.306381078255,4056.952388894549,4769.620836892829,4277.078960054991,4722.6715585820775,4532.290261240976,3706.2036116472555,2989.8118033712367,2998.5782324358097,4338.464933098399,1491.4799406372993,3517.081363311851,2964.0366883520946,9666.091945041178,10946.232764547809,11133.053702576011,10613.857602361297,9330.49152092913,10240.534123268491,6486.067288574124,9041.61737192438,8882.516253101203,8315.75323107927,5569.382884323721,6245.055683881723,6909.015184186009,7116.0572078886225,4963.284537011079,7970.528163525692,9377.651025349338,9261.479898419435,6139.176294247711,8818.335675494169,135.81638738879903,540.0346388962698,824.9603449432624,925.3044265239973,948.931859057918,0.0,943.2581577977718,115.84380494250567,1243.4419608877417,1737.6478201102202,8078.685079865959,7253.617102426949,8823.168194610647,8632.103976690973,11486.732756540508
Jalan Rajawali,4169.6162988217375,4679.470676657258,3765.388090173159,3913.058664286179,4479.637043340072,5179.972592204889,4670.893494345215,5280.1268355767625,5060.787769543896,4216.5164091267325,3226.7735915343983,3119.192563079367,4675.925879098023,1902.9414777447446,3475.943444862025,3574.669107117257,9163.942279392051,10424.688570739101,10573.076044186664,10039.081308504186,8875.880116027995,9745.109591685852,5857.3983178034805,8728.870192245153,8678.298400763677,8276.06698445839,6229.250433711241,6974.354175001772,7636.985060222994,7799.393375592572,5563.298819429832,8726.060048324556,9875.519299397845,9746.320011106398,6807.691276679286,9486.055053679624,1025.60351029248,1483.2730851714573,704.4901173569609,1842.5786513379467,1716.7423215741082,943.2581577977718,0.0,836.2445755098056,2186.1546422597885,2639.485305653361,8313.075013438567,7528.097236541511,9001.768462341975,8821.675794365272,11540.886882634453
Gedung Cerutu,3913.229571692709,4295.606531772172,3518.001768191949,3645.979891979748,4135.265269866892,4847.771362115203,4352.722621953533,4815.530115805709,4622.133981948194,3792.9994834608906,3044.267735559564,3039.3784287766207,4408.153163079745,1555.15999723523,3540.8268333850515,3059.4646859244826,9639.833272590819,10917.760206239664,11099.216745321964,10577.743072221818,9310.56410391132,10215.434925540161,6440.087739207235,9040.173015338443,8894.638843531577,8347.38782983511,5672.06493655408,6353.410272900616,7017.439703447309,7221.206311070975,5060.338777449792,8081.005651345934,9467.41390675019,9349.984127027701,6242.8248668301085,8922.657204420808,197.3181480637999,649.8018375238463,721.8633574899401,1041.0858663206466,992.9561398447561,115.84380494250567,836.2445755098056,0.0,1353.7727416570183,1853.4916250398796,8141.170911306902,7319.873795697628,8879.993910485497,8690.03069250089,11530.764178065967
Jalan Kembang Jepun Timur,3698.1612486868316,3816.021407520968,3361.0082698235774,3439.4983917617124,3741.6229614499325,4426.1120301395795,3989.663943276333,4150.655399797261,4017.4149746113176,3280.028691414489,3063.2458767642916,3225.1358557505723,4130.9547317028155,1714.2296641170306,3883.1001253540476,2443.1208804709827,10378.373746143652,11671.27130363894,11903.415086203155,11405.587854329542,9989.122887438012,10939.52253363761,7381.844319918519,9531.47628666577,9240.125319204502,8474.01371671853,4797.077901450563,5343.562313403443,5999.177809892198,6273.647980090073,4310.550658630854,7005.370914036775,8781.760725522125,8685.833748637564,5338.411387472587,7978.823606076755,1178.1295541164804,703.9714228210948,1925.6131443002391,443.32327319455766,1002.0767852909809,1243.4419608877417,2186.1546422597885,1353.7727416570183,0.0,684.5558627375055,7876.21373564393,7014.168663036479,8682.9665342056,8480.369522255505,11477.495810990282
Kawasan Kapasan,3193.9996379994222,3216.278704438435,2893.227596753503,2948.131990769543,3171.139488847083,3833.5107875679387,3423.7626275589337,3498.3861806226055,3380.1285189912996,2681.992172228269,2688.996603629332,2918.357138775265,3591.630610025661,1592.1754122065406,3616.145099468252,1839.5716012828507,10210.667179709984,11505.5624260874,11766.437696624931,11285.121113283805,9790.315994725668,10760.581057629517,7362.370623313661,9239.200295552655,8881.822820201447,8029.016344407602,4113.91181633315,4663.1429357207335,5320.306225104849,5589.7843732214915,3641.745901876317,6336.406744582645,8110.922309689111,8017.957138486753,4653.977296613879,7295.353912476944,1712.2631446367175,1246.3139207204013,2508.65985504631,813.5424898807626,1684.900220807783,1737.6478201102202,2639.485305653361,1853.4916250398796,684.5558627375055,0.0,7299.51475839513,6430.518182455205,8122.7308778069955,7917.221578918139,10952.7557558676
Taman Bungkul,4239.047371233078,4088.2011787378256,4626.235709894195,4507.495484110012,4135.119480786154,3468.81044207967,3886.572282467226,4015.722444502917,4024.9236407717594,4619.016600040951,5108.619053183804,5195.601064672813,3763.853165549574,6587.3790725407825,4972.214120043335,5460.470156826056,7048.820410504848,8003.667505905852,8517.281384639147,8332.907321629895,6424.072896884326,7307.227955102359,6997.444117270771,5002.434133672824,3988.3060298051078,2411.0955638726123,4270.27163238431,4844.532827447974,4873.351945450195,4375.278768617736,4096.433458723696,5499.3107152908,3054.0080267230132,2856.691726168171,4227.565144932755,4678.970195244574,8174.822996717921,7985.919072453217,8785.868242688952,7653.608753609327,8701.96326515098,8078.685079865959,8313.075013438567,8141.170911306902,7876.21373564393,7299.51475839513,0.0,876.5026091638799,885.0734930462421,672.9391684353966,3816.059758893734
Jalan Raya Darmo (CFD),3407.549416715981,3216.228222696902,3802.0992077871633,3675.562693258589,3272.881391080747,2597.4508160643013,3027.0996325046817,3144.8625878596927,3148.9907114498624,3748.7488895055158,4306.500024945106,4424.067449172924,2920.8470652909136,5764.717473177809,4269.791701423745,4590.967149642172,7219.565366563171,8265.847093388478,8754.261936318238,8517.447883183673,6600.899838412825,7537.504723081289,6733.053056934367,5263.385057038801,4321.509087667916,2780.905328401595,3471.9518295987455,4126.519344750065,4236.50850123726,3779.574306028928,3241.0702523304444,4984.705190850291,3133.5817967589173,2942.025143877541,3492.7736651721225,4369.530865642072,7346.0676226939095,7142.237448047285,7977.059025364125,6801.118229870261,7853.372794628293,7253.617102426949,7528.097236541511,7319.873795697628,7014.168663036479,6430.518182455205,876.5026091638799,0.0,1744.964735580046,1531.99956532983,4672.3865140988955
Kebun Binatang Surabaya,5010.144953332456,4925.098695101796,5384.89651187097,5277.160122931266,4951.713540725482,4306.257869860824,4699.703197259447,4889.773899924706,4888.636654169122,5450.19488257105,5836.067938268861,5886.026838995667,4553.83250466794,7333.340254054027,5589.278848727475,6287.863734852105,6744.803064875822,7597.300580872509,8130.597516926845,7999.578640451184,6123.931577356387,6940.343572314449,7133.28853976644,4648.121250610483,3592.9748126956,2088.7115704300577,5151.219417944114,5699.981969215654,5693.386299056631,5179.098138904639,4979.205705560796,6248.800236154457,3441.4923159364607,3252.737795883734,5091.185502205762,5307.373002176224,8924.515012456875,8759.316949594055,9505.175523484244,8442.620135543291,9482.265507429696,8823.168194610647,9001.768462341975,8879.993910485497,8682.9665342056,8122.7308778069955,885.0734930462421,1744.964735580046,0.0,213.24320961692598,2931.759664374682
Patung Suro dan Boyo,4812.681523993136,4716.840031328202,5189.862506311949,5080.110305425717,4746.596735948147,4097.735642566129,4495.034376635051,4676.857205084804,4676.753086206959,5242.934870249245,5647.021253412903,5704.017505094131,4352.859515818375,7141.550462698066,5421.316060371702,6081.381991625103,6790.538601736813,7670.453234513486,8199.134357878233,8054.262213096472,6167.727222336798,7002.516483409081,7072.251157010988,4702.800223154399,3654.9470418278665,2119.0862136081273,4941.444062330883,5498.511017161867,5501.608347782452,4991.280985195751,4766.024042102133,6075.353749767412,3347.670148246005,3155.8662002807077,4887.203658600909,5162.590772510302,8732.479799042805,8562.781179628128,9319.166678671587,8243.15724084074,9284.5779678494,8632.103976690973,8821.675794365272,8690.03069250089,8480.369522255505,7917.221578918139,672.9391684353966,1531.99956532983,213.24320961692598,0.0,3144.834058454357
Kawasan Kampus Ketintang Unesa,7779.334562709179,7798.064203199297,8125.993449554351,8038.996380548398,7793.934345896818,7184.978231476703,7539.64416146425,7813.205239165831,7799.316854264825,8310.529906847034,8512.236746677268,8491.96328170033,7361.1486872274345,10018.411930690687,8065.043993004349,9136.07504999877,6679.202445612889,7061.468848590379,7621.330456497629,7699.325562985337,6154.240288070765,6623.39528233053,8388.704316053761,4765.478032192186,3888.676899005355,3365.1765285792435,8065.8045870668,8552.502395872683,8468.641227190099,7928.691173888525,7910.676038173298,8859.837803651559,5527.187021497532,5386.778129032283,7965.629779536254,7690.220910798023,11598.176065626865,11484.738048325242,12106.01132638492,11202.835057617967,12216.639094755747,11486.732756540508,11540.886882634453,11530.764178065967,11477.495810990282,10952.7557558676,3816.059758893734,4672.3865140988955,2931.759664374682,3144.834058454357,0.0
